address,categoryName,city,location/lat,location/lng,neighborhood,title
"حي, Al Bashaer، طريق عسفان الفروسية, Jeddah 23836, Saudi Arabia",مقهى,Jeddah,21.821292,39.1744698,البشائر,يو كافيه
"2422 King Abdul Aziz Rd، حي ابحر الجنوبية، JFUB7274، 7274, Jeddah 23734, Saudi Arabia",مقهى,Jeddah,21.6002677,39.1695569,البوادي,راضي هلال كافيه
"2558 Salah Dhuhni, 7126, Al Bawadi, Jeddah 23443, Saudi Arabia",مقهى,Jeddah,21.4540669,39.3953797,المحاميد,سي ان كافيه
"2748 6130 Qouraish, Al Bawadi, Jeddah 23531, Saudi Arabia",مقهى,Jeddah,21.5986793,39.1627336,البوادي,بيت الضيافة كافيه
"6866 Al Khateeb Al Tabrizi, 3066، حي السلامة، Jeddah 23443, Saudi Arabia",مقهى,Jeddah,21.6106811,39.1680143,البوادي,مقهى الرؤية
"7191 Taha Ahmad, حي البوادي, Al Bawadi، 3283, Jeddah 23443, Saudi Arabia",مقهى,Jeddah,21.5914781,39.1731715,البوادي,مقهى الزمن الجميل
"8749 Hail Street, Al Andalus, Jeddah 23326, Saudi Arabia",مقهى,Jeddah,21.5896613,39.1660195,البوادي,ديوان القهوة
"Abdul Rahman Ibn Al Abbas, Al Bawadi, Jeddah 23531, Saudi Arabia",مقهى,Jeddah,21.6013288,39.1711853,البوادي,بارنز
"Al Bawadi, Jeddah 23443, Saudi Arabia الخطيب التبريزي H5PC+X9",مقهى,Jeddah,21.5874504,39.1708999,البوادي,مقهى جُمان
"AL SETEEN STREET INSIDE AL BAWADI MARKET, AL BAWADI, حي البوادي- طريق الملك فهد, فرع البوادي, Jeddah Saudi Arabia",مقهى,Jeddah,21.5936364,39.1736533,البوادي,بارنز
"Hira St, Al Bawadi, Jeddah 22230, Saudi Arabia",مقهى,Jeddah,21.6156707,39.1653802,البوادي,بون كافيه
"J529+4R3 حي, Qouraish, Al Bawadi, Jeddah 23443, Saudi Arabia",مقهى,Jeddah,21.5895003,39.1695977,البوادي,004 كافيه 
"J586+2Q, Hira St, Al Bawadi, As-Samer 23531, Saudi Arabia",مقهى,Jeddah,21.6149802,39.1619469,البوادي,بريسو
"Prince Sultan Rd, Al Zahra, Jeddah 23424, Saudi Arabia",مقهى,Jeddah,21.5897438,39.1652278,البوادي,لامور
"R2HM+65, Albuhayrat 23825, Saudi Arabia",مقهى,Jeddah,21.8281043,39.0329,البحيرات,ستاربكس 
"Mall, Prince Abdullah AlFiasal St, Corniche, Jeddah 23817, Saudi Arabia",مقهى,Jeddah,21.765528,39.128814,أبحر الشمالية,ستاربكس 
"C8JV+9WW, Al Fadel, Jeddah 22382, Saudi Arabia",مقهى,Jeddah,21.4309927,39.3448248,الفضل,الوليد العلياء
"Old makkah road, Al Fadel, Jeddah 22364, Saudi Arabia",مقهى,Jeddah,21.4217668,39.3342942,الفضل,طوبى كافيه
"2063 طريق الليث 7351, 7480, Al Qryniah District, Jeddah 22535 5425, JMFC7351, Jeddah 22543, Saudi Arabia",مقهى,Jeddah,21.3174877,39.2618005,الفضيلة,ريست كافيه
"2440 أحمد بن بكر بن بقية، حي الفضيلة، JMFA8463، 8463, Jeddah 22543, Saudi Arabia",مقهى,Jeddah,21.328625,39.262016,التعاون,بارت
"Alleth Road, Alfadilah Dist. J oil station, Jeddah Saudi Arabia",مقهى,Jeddah,21.312576,39.261833,الفضيلة,بارنز
"F7WW+VRR, Abruq Ar Rughamah, Jeddah 22272, Saudi Arabia",مقهى,Jeddah,21.3123994,39.2619931,الفضيلة,كورس جرايند
"حي, Al Fadeylah, Jeddah 22543, Saudi Arabia",مقهى,Jeddah,21.3140516,39.2618484,الفضيلة,كورس جرايند
"خط السريع, Al Fadeylah، محطة الدريس حي, Jeddah 22166, Saudi Arabia",مقهى,Jeddah,21.3056727,39.2621053,الفضيلة,أونزا كافيه
"3821 King Fahd Br Rd، حي الفيصلية، 8332, Jeddah 23445, Saudi Arabia",مقهى,Jeddah,21.5767157,39.182806,الفيصلية,جواهر كافيه
"6438+MF, Thuwal 23945, Saudi Arabia",مقهى,Jeddah,21.569477,39.1756019,الفيصلية,موتاس كافيه
"8327 Al Imam Al Shafei, 5041, Jeddah 23447, Saudi Arabia",مقهى,Jeddah,21.5768438,39.1946916,الفيصلية,لاس كافيه
"8578 Muhammad Aqilah, Al Faisaliyyah, JDBA2839, 2839, Jeddah 23442, Saudi Arabia",مقهى,Jeddah,21.5791182,39.1734123,الفيصلية,ماس كافيه
"Al Faisaliyyah, Jeddah 23447, Saudi Arabia",مقهى,Jeddah,21.5841063,39.1878419,الفيصلية,كويسشن كافيه
"Al Tadamun Al Arabi, Mishrifah, Jeddah 23341, Saudi Arabia",مقهى,Jeddah,21.5825565,39.1770302,الفيصلية,وولف كافيه
"H59C+84R بجوار كوبري المربع, Al Madinah Al Munawarah Branch Rd, Al Faisaliyyah, Jeddah 23442, Saudi Arabia",مقهى,Jeddah,21.569961,39.170549,الفيصلية,وايت هارت كافي
"H5GV+QW, Al Imam Ash Shafei, Al Faisaliyyah، As-Samer Jeddah SA, Jeddah 23447, Saudi Arabia",مقهى,Jeddah,21.5769542,39.1948129,الفيصلية,صبا القهوة
"Hira St, Al Marwah, Jeddah 23545, Saudi Arabia",مقهى,Jeddah,21.5763421,39.1969793,الفيصلية,ماما بنز كافيه
"Obhur, Al Shera'a, Jeddah 23814, Saudi Arabia",مقهى,Jeddah,21.5761875,39.1960625,الفيصلية,دوز 
"P4PF+P59, Al Kurnaysh Br Rd, Abhur Al Junoobiyah, Jeddah 23732, Saudi Arabia",مقهى,Jeddah,21.5791301,39.1733101,الفيصلية,اونزا كافيه
"Space Plaza، Al Shakereen Street، Al Safa District, Jeddah 23453, Saudi Arabia",مقهى,Jeddah,21.5719411,39.1957565,الفيصلية,أماما كافيه
"الحرازات محطه سبا, Jeddah 22393, Saudi Arabia",مقهى,Jeddah,21.5795649,39.166201,الفيصلية,أصل الذوق كافيه
"الصيرفي مول, Jeddah Saudi Arabia",مقهى,Jeddah,21.5598189,39.1860451,الفيصلية,بون كافيه
"2786 ابو سلاله الاسلمي، حي الزهراء، جدة 23425 7794 Saudi Arabia",مقهى,Jeddah,21.7862701,39.2026223,الفلاح,ماك كافيه
"8301 حبيب الفهري(رضي الله عنه، حي الحرازات، JAZB2069، 2069, Jeddah 22392, Saudi Arabia",مقهى,Jeddah,21.7839232,39.1750457,الفلاح,بونون كافيه
"9225 الشريف أبو نمي بن محمد بن بر، حي الفلاح, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7945776,39.1888101,الفلاح,ايكونيك كافيه
"Al Faisaliyyah, Jeddah 23447, Saudi Arabia",مقهى,Jeddah,21.7741821,39.2063545,الفلاح,ريتم كافيه
"Al Falah, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7939442,39.1869742,الفلاح,بلاك ستيج كافيه
"Al Falah, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7818293,39.1688602,الفلاح,كورس جرايند
"Q5MF+8R9 حي, Al Falah, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7832912,39.1746142,الفلاح,قهوة الأمراء
"Q6Q2+HMW حي, Al Falah, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7889988,39.2017021,الفلاح,كويك كافيه
"الشريف أبونمي بن محمد بن بركات, Jeddah Saudi Arabia",مقهى,Jeddah,21.7939202,39.1868985,الفلاح,ثلاث رشفات كافيه
"حي, الشراع،, 8196 Aabir Al Qarath St, 4082،, Jeddah 23816, Saudi Arabia",مقهى,Jeddah,21.7837034,39.1744734,الفلاح,بارنز
"شارع ابو قتادة الانصاري, Al Falah, Jeddah 23814, Saudi Arabia",مقهى,Jeddah,21.787962,39.183491,الفلاح,قهوة يوسيب
"شارع حبيب الفهري الفرعي, Abruq Ar Rughamah, Jeddah 22354, Saudi Arabia",مقهى,Jeddah,21.7822242,39.1867499,الفلاح,آجام
"فرع ايفينت مول, Ivent الأمير فوازالجنوبي, Al Falah, JEDDAH MAKKAH ROAD INSIDE THE FIRST GAS STATION EVENT MALL Jeddah AL AMIR FAWAZ AL JANOUBY, Jeddah Saudi Arabia",مقهى,Jeddah,21.4415323,39.2791879,الأمير فواز الجنوبي,بارنز
"3889 Old Mecca Al Moukarramah Rd, Al Farouk District, Jeddah 22347, Saudi Arabia",مقهى,Jeddah,21.4596732,39.2616309,الفاروق,كونسا كافيه
"Old Makkah Road, F73F+PG Almahameed, Jeddah Saudi Arabia",مقهى,Jeddah,21.4542858,39.273887,الفاروق,بريسو
"2473 الأمير ماجد، حي الفيحاء 8609, Jeddah 22251, Saudi Arabia",مقهى,Jeddah,21.50859,39.22239,الفيحاء,موسم القهوة
"4319 6857 An Numan Ibn Meqrin, Al Fayha'a, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4898987,39.2249317,الفيحاء,قهوة كوفا المميزة
"7579 Abdullah Sulayman St, Al Fayha'a, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4965038,39.2189636,الفيحاء,مقهى ومحمصة مد
"Abdullah Sulayman St, Al Fayhaa, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4851629,39.2309868,الفيحاء,إكليل كافيه
"Abdullah Sulayman St, Al Fayha'a, TOP CUSINE CENTER, Jeddah Saudi Arabia",مقهى,Jeddah,21.489761,39.2247936,الفيحاء,رو كافيه
"Abruq Ar Rughamah، JARB7225، 7225 عكرمة الهاشمي، 4248, Jeddah 22354, Saudi Arabia",مقهى,Jeddah,21.511105,39.1970555,الفيحاء,دكتور مود كافيه
"Al Fayhaa, district, Jeddah 22244, Saudi Arabia",مقهى,Jeddah,21.4981907,39.2125003,الفيحاء,قهوة ميم
"Al Fayha'a, Jeddah 22245, Saudi Arabia",مقهى,Jeddah,21.5059444,39.2189991,الفيحاء,كوستا كافيه
"Al Fayha'a, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4946155,39.220712,الفيحاء,ليديز قاردن
"Al Fayha'a, King Abdullah Road, King Abdullah Road intersection, Jeddah 22253, Saudi Arabia",مقهى,Jeddah,21.5084715,39.2241227,الفيحاء,بارنز
"Al Fayha'a, شارع باخشب،, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4830038,39.2302652,الفيحاء,مقهى سبع درجات
"F6WC+69G، زيد بن عمرو، الفيحاء،, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4955359,39.2209675,الفيحاء,القلعة كافيه
"G649+JWM، طريق الأمير ماجد, Al Fayha'a, Jeddah 22245, Saudi Arabia",مقهى,Jeddah,21.508921,39.22422,الفيحاء,جوليانو كافيه
"G649+M83, Al Fayha'a, Jeddah 22244, Saudi Arabia الاندلس مول",مقهى,Jeddah,21.5066323,39.2182903,الفيحاء,لامارا ديب
"G65F+9P، Al Fayha'a، G65F+9P, طريق الملك عبدالله، الفيحاء،, As-Samer 22251 سلام مول، الفيحاء،, Jeddah 22251, Saudi Arabia",مقهى,Jeddah,21.5084375,39.2243125,الفيحاء,مانويل كافيه
"G65F+F7J, Al Fayha'a, Jeddah 22251, Saudi Arabia",مقهى,Jeddah,21.5087051,39.2231427,الفيحاء,مولتن شوكلت
"INSIDE DAR ALHIKMAH UNIVERSITY, Al Fayhaa, Jeddah 22246, Saudi Arabia",مقهى,Jeddah,21.4885629,39.2305525,الفيحاء,بارنز
"Salam Mall, Al Fayha'a, الفيحاء،،, Jeddah 22251, Saudi Arabia",مقهى,Jeddah,21.5085729,39.2242923,الفيحاء,ماما بنز كافيه
"Unnamed Road, Al Fayhaa, Jeddah 22245, Saudi Arabia",مقهى,Jeddah,21.4982271,39.2195013,الفيحاء,بارنز
"حي, Abdullah Sulayman St, تاون سكوير, Jeddah 22338, Saudi Arabia",مقهى,Jeddah,21.495706,39.2188056,الفيحاء,دانكن
"at Karat Station, Al Firdous, Madina to Jeddah Highway, Rehaily District, Jeddah Saudi Arabia",مقهى,Jeddah,21.7809484,39.114288,الفردوس,بارنز
"Prince Naif Rd, Al Firdous, Jeddah 23816, Saudi Arabia",مقهى,Jeddah,21.7733947,39.1025027,الشراع,نيوا كافيه
"Q49M+WCV, Obhur Al-Shamaliyah, Jeddah 23819, Saudi Arabia",مقهى,Jeddah,21.7836262,39.1184594,الفردوس,كافيه الكوب السهل
"حي, JHWC3887, Prince Naif Rd, 3887, Jeddah 23818, Saudi Arabia",مقهى,Jeddah,21.782658,39.1169883,الفردوس,عالم موازي
"3028، 6493 طريق المدينة المنورة، حي طيبة، جدة 3028، 23832 23832, Saudi Arabia",مقهى,Jeddah,21.8258954,39.2073566,الفروسية,كافيانو
"9542 شارع ياسر بن عامر الكناني، البشائر، جدة 23782 3808، Saudi Arabia",مقهى,Jeddah,21.8256177,39.1872974,الفروسية,قهوة
"Al Frosyah, Jeddah 22230, Saudi Arabia",مقهى,Jeddah,21.8380823,39.2052876,الفروسية,قهوة بهيج
"R5QX+J89, Al Frosyah, Jeddah 23839, Saudi Arabia",مقهى,Jeddah,21.8390362,39.1983703,الرياض,بون
"R6G4+9W5, Al Frosyah, Jeddah 23783, Saudi Arabia",مقهى,Jeddah,21.456202,39.391016,المحاميد,يورك كافيه
"طريق المحاميد، المحاميد, Jeddah 22396, Saudi Arabia",مقهى,Jeddah,21.8045933,39.201387,الرحمانية,قهوة قمرية
"3809 أبي التمن، JJHA7075، 7075, Jeddah 22444, Saudi Arabia",مقهى,Jeddah,21.3806314,39.2888761,الهدا,قهوة روز
"97JQ+PQH, Alhada, Jeddah 22444, Saudi Arabia",مقهى,Jeddah,21.381795,39.2894913,الهدا,بانس كوفي
"JJHA3694، 3694 عبد الخالق بن عيسى، 6875، حي الهدى،, Jeddah 22444،, Saudi Arabia",مقهى,Jeddah,21.3787438,39.2877683,الهدا,الكورنيش كافيه
"الهدى الشرقي, Alhada, Jeddah 22444, Saudi Arabia",مقهى,Jeddah,21.3878255,39.3011528,الهدا,بيرل كافيه
"، 7157، Al Hamadaniyyah،، JGAA3401، 3401 القاسم بن أمية(رضي الله عنه, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7588079,39.1909081,الحمدانية,شارجر كافيه
"2283 قيس ابن الحصين، حي الحرازات، JAZD7263، 7263, Jeddah 22393, Saudi Arabia",مقهى,Jeddah,21.77012,39.1770524,الحمدانية,المذاق المغربي
"3301، 8689، Al Hamadaniyyah،, Jeddah 23743،, Saudi Arabia",مقهى,Jeddah,21.7507649,39.1967369,الحمدانية,قهوة آريسا
"3420، 7235 حي, Al Hamadaniyyah, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7590763,39.1908944,الحمدانية,قهوة 89
"3975, Al Hamadaniyah District, Jeddah 23743 8746, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7533805,39.202962,الحمدانية,قهوة دار ميم
"4016 شارع الحمدانية الفرعي، Al Hamadaniyyah، JGAB6974، 6974, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7570501,39.1970437,الحمدانية,مانتو روز
"4037 شارع الحمدانية الفرعي، Al Hamadaniyyah, JGAA7046، 7046, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7576473,39.1973576,الحمدانية,دارة القهوة
"4089 شارع الحمدانية الفرعي، Al Hamadaniyyah، JGAA7222، 7222, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7591718,39.1976696,الحمدانية,رستم
"4225 شارع الحمدانية الفرعي، Al Hamadaniyyah، JGAB7387، 7387, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.760635,39.1988297,الحمدانية,زد ون كافيه
"6699، Al Hamadaniyyah، 2974،, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7544791,39.1865336,الحمدانية,دارة القهوة
"6875 شارع الحمدانية الفرعي، Al Hamadaniyyah، 4074 Jeddah SA, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7559327,39.1973788,الحمدانية,ستاربكس 
"6943 شارع الحمدانية، Al Hamadaniyyah، جدة 23761 4093، Saudi Arabia",مقهى,Jeddah,21.7567165,39.1975095,الحمدانية,المذاق المغربي
"7140 شارع ياسر بن عامر الكناني، Al Hamadaniyyah، جدة 23761 4897، Saudi Arabia",مقهى,Jeddah,21.7584762,39.2054056,الحمدانية,بارنز
"7390, Al Hamadaniyah District, Jeddah 23743 2807, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7388418,39.1920894,الحمدانية,بون كافيه
"Abo Omair bin Anas, Al Hamadaniyyah, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7448375,39.1869775,الحمدانية,سي روست كافيه
"Al Bashaer, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7510241,39.1872327,الحمدانية,زاش كافي
"Al Hamadaniyah District, Hamdaniyah, Jeddah Saudi Arabia",مقهى,Jeddah,21.7693538,39.1798275,الحمدانية,بون كافيه
"الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7392667,39.2026481,الحمدانية,اويس كافي
"الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7603242,39.1940307,الحمدانية,ديجون كافيه
"الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.48765383,39.36724582,الحرازات,قراوزيس كوفي
"الحمدانية، 3476 حي, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7594068,39.1917425,الحمدانية,قهوة 99
"الحمدانية، 7855 حي 2922, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7430387,39.1931332,الحمدانية,بون كافيه
"الحمدانية، JGAB7081، 4010, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7578821,39.1968258,الحمدانية,دارة القهوة
"الحمدانية، شارع الحمدانية الرئيسي،, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7545557,39.1864596,الحمدانية,كنافة فاكتوري
"Al Mourjan, المرجان, Jeddah 23714, Saudi Arabia",مقهى,Jeddah,21.7692873,39.1799602,الحمدانية,ستاربكس
"Ibrahim Al Jaffali, Al Andalus, Jeddah 23326, Saudi Arabia",مقهى,Jeddah,21.7670915,39.2005432,الحمدانية,قهوة التاسعة
"JGAA4410، 6500 عامر بن المنذر(رضي الله عنه), الحمدانية، 4410, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7527473,39.2007248,الحمدانية,ساس كافيه
"JGAA7256 2782 النابع, 7256, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7593315,39.1847508,الحمدانية,سبيرانزا كافيه
"P5VV+76, الحمدانية, 2928, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7431875,39.1930625,الحمدانية,كيان
"Q52P+JRM, Al Hamadaniyah District الحمدانية،, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7515787,39.1870527,الحمدانية,مقهى
"Q52W+54J حي, الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7504577,39.195258,الحمدانية,هارمني تايم
"Q52W+54J, الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7504577,39.195258,الحمدانية,قهوة قراي
"Q52X+478, الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7502839,39.1981911,الحمدانية,القهوه السودانيه
"Q59W+V4, الحمدانية، سوبرماركت، الحمدانية الحمدانية،، جدة 23761 بشبه, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7696707,39.1952384,الحمدانية,نصف حلو
"Q5CG+3V3 23762، ابن الشطوي, الحمدانية, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7701339,39.177168,الحمدانية,قهوة جروف
"Q5CH+QHQ, الحمدانية, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7719516,39.1789738,الحمدانية,كوستا كافيه
"Q654+65H, الحمدانية, Jeddah 23671, Saudi Arabia",مقهى,Jeddah,21.7580667,39.2054909,الحمدانية,يو بارك
"Q663+FR2، شارع ياسر بن عامر الكناني, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7611457,39.2045359,الحمدانية,سيغ (قهوة مختصة)
"Unknown, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7561015,39.1841102,الحمدانية,كافي أنس البرنس
"Yasser Bin Amer, 4904 Al kinani Street, Al Hamadaniya District, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7582919,39.2055163,الحمدانية,تيم هورتنز
"الحمدانية،, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7502246,39.1882501,الحمدانية,تايني هاوس
"القاسم بن أمية, الحمدانية, Jeddah 00000, Saudi Arabia",مقهى,Jeddah,21.7619447,39.1997401,الحمدانية,قهوة وهج الشموخ
"أبي الفتح الغزنوي, الحمدانية, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7676354,39.1806882,الحمدانية,دايلي كب
"أبي فراس الحمداني، الحمدانية،, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7537564,39.1868725,الحمدانية,كيمس الحمدانية
"حي الحرازات، JAZA7098، 7098 قيس بن الحصين(رضي الله عنه)، 4898, Jeddah 22282, Saudi Arabia",مقهى,Jeddah,21.47812039,39.35870306,الحرازات,ادم كافيه
"حي, 6810 3269 أبي فراس الحمداني، الحمدانية, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7729274,39.1785986,الحمدانية,بارت
"حي, الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7507434,39.1970973,الحمدانية,أروماتيك كب
"حي, شارع الحمدانية، الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7477404,39.1941166,الحمدانية,تشيكو داي كافيه
"شارع الحمدانية الفرعي, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7605043,39.1981187,الحمدانية,بارنز
"شارع الحمدانية, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7489372,39.1950546,الحمدانية,قهوة لافا
"شارع الحمدانية, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7542175,39.1865927,الحمدانية,قهوة كاستيلو
"شارع الحمدانية، بجانب طعميه السلطان, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7416944,39.1926124,الحمدانية,بلس ون
"عبد الله بن أبي أمية, الحمدانية, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.740602,39.1913451,الحمدانية,بارنز
"عبد الله بن أبي أمية, الحمدانية, Jeddah 56321, Saudi Arabia",مقهى,Jeddah,21.7543407,39.1866024,الحمدانية,بيك كافيه
"عبدالله بن ابي امية, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7493354,39.1885614,الحمدانية,بارنز
"عبدالله بن أبي امية ( رضي الله عنه, الحمدانية, Jeddah 23762, Saudi Arabia",مقهى,Jeddah,21.7739437,39.1781945,الحمدانية,أفيان
"عبدالله بن أبي أمية, الحمدانية, Jeddah 21926, Saudi Arabia",مقهى,Jeddah,21.749218,39.1891101,الحمدانية,قهوة قراي
"عمرو ابي الوقاص, الحمدانية, Jeddah 23761, Saudi Arabia",مقهى,Jeddah,21.7683644,39.1916688,الحمدانية,الطريق الشمالي 
"23324 الحمراءa, حي الحمراء، Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5334985,39.1741249,الحمراء,سان سبيستيان كافيه
"2625 شارع فلسطين، 7600، الحمراء،, Jeddah 23212, Saudi Arabia",مقهى,Jeddah,21.520712,39.1584012,الحمراء,كفينو كافيه
"3263 شارع عرفات، 7632، الحمراء،, Jeddah 23323, Saudi Arabia",مقهى,Jeddah,21.5379757,39.1648969,الحمراء,العوالم كافيه
"4345 Mustashfa Al Wiladah, Al-Hamra'a, 7720, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5388776,39.1750644,الحمراء,فاصلة كافيه
"6320 Palestine, Al-Hamra'a, JCHA2980, 2980, Jeddah 23321, Saudi Arabia",مقهى,Jeddah,21.5214338,39.1591698,الحمراء,تالنت كافيه
"6929 Al Kurnaysh Br Rd، الحمراء، JCHA2545، 2545, Jeddah 23321, Saudi Arabia",مقهى,Jeddah,21.5269928,39.1550102,الحمراء,كافيه 360
"7382 Al Fadl, الحمراء District, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5354328,39.1707153,الحمراء,مقهى التوقيع اليدوي
"Al Fadl, Al-Hamra'a, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5356052,39.1711776,الحمراء,مقهى يينا 
"Al Fadl, Al-Hamra'a, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.535713,39.1711451,الحمراء,قهوة أساسية
"Al Kurnaysh Br Rd, الحمراء, Jeddah 23321, Saudi Arabia",مقهى,Jeddah,21.5288355,39.1594976,الحمراء,كافيسيتو
"Al Kurnaysh Br Rd, Al-Hamra'a, Jeddah 23212, Saudi Arabia",مقهى,Jeddah,21.5136295,39.1601489,الحمراء,مقهى عشاق القمر
"Arafat, Al-Hamra'a, Jeddah 23323, Saudi Arabia",مقهى,Jeddah,21.5378021,39.164374,الحمراء,Urban Roastery & Coffee Bar
"G584+QX الحمراء، جدة القدس، الحمراء، جدة 23212 jedahh 23212, Saudi Arabia",مقهى,Jeddah,21.5169375,39.1574375,الحمراء,مقهى هوادا
"G5C5+4Q2، غزّة، الحمراء،, Jeddah 23212, Saudi Arabia",مقهى,Jeddah,21.5202749,39.1593877,الحمراء,مقهى وايت
"G5PC+8F3، الحمراء، شارع عبدالقادر الفضل،, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5358134,39.1711246,الحمراء, قهوة فالف
"JCHA7347 3941 الأولياء، 7347, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5354081,39.1711934,الحمراء,مقهى ديون
"Mosadia Plaza، Madina Road, Al-Hamra'a, Jeddah 23323, Saudi Arabia",مقهى,Jeddah,21.529155,39.161086,الحمراء,تايني هاوس
"Palestine, الحمراء, Jeddah 23212, Saudi Arabia",مقهى,Jeddah,21.5187825,39.1535953,الحمراء,ترابل شوت
"Palestine, Al-Hamra'a, Jeddah 23321, Saudi Arabia",مقهى,Jeddah,21.5223274,39.1569587,الحمراء,مقهى هبه
"Palestine, Al-Hamra'a، st, Jeddah 23212, Saudi Arabia",مقهى,Jeddah,21.5214875,39.160117,الحمراء,قهوة جي52
"حي, Palestine, الحمراء, Jeddah 23321, Saudi Arabia",مقهى,Jeddah,21.522003,39.1604897,الحمراء,قهوة فلامنقو
"مركز الجمجوم بوابة5, الحمراء، حي, Jeddah 23321, Saudi Arabia",مقهى,Jeddah,21.521546,39.1566143,الحمراء,مقهى كلافا
"3844 الأولياء, الحمراء District, JCHA7382، 7382, Jeddah 23324, Saudi Arabia",مقهى,Jeddah,21.5354517,39.1711722,الحمراء,28 أبريل
"G5H6+MC8, Al-Hamra'a, Jeddah 23323, Saudi Arabia",مقهى,Jeddah,21.5291545,39.1610863,الحمراء,قهوة الحمراء
"2753 Ahmad Al Attas, AZ Zahra District, Jeddah 23425, Saudi Arabia",مقهى,Jeddah,21.7002651,39.1049781,المرجان,قهوة فيرفي 
"4182 Haramain High Speed Railway، حي الحرازات، JAZC6274، 6274, Jeddah 22283, Saudi Arabia",مقهى,Jeddah,21.5149675,39.3600775,الحرازات,مقهى لافا
"5342 طريق الأمير طلال بن منصور بن عبدالعزيز، حي الاصالة، Jeddah 23738 7021, الأصالة، جدة 23738 Saudi Arabia",مقهى,Jeddah,21.82044479,39.17098508,الرياض, لاجيرو كافيه
"7094 Ismail Ibn Kathir, Al Basatin District, Jeddah 23717, Saudi Arabia",مقهى,Jeddah,21.48635806,39.38102106,الحرازات,كافيه هاي لوكيشن
